,NAME,state,county,median_household_income_2000,median_rent_2000,median_house_price_2000,year,unemployment_rate_2000
360,"Calhoun County, Alabama",01,015,45380,413,65700,2000,0.06563946928135092
361,"Calhoun County, Arkansas",05,013,2327,368,35200,2000,0.05345659163987138
362,"Calhoun County, Florida",12,013,4472,353,50200,2000,0.06507196432191364
363,"Calhoun County, Georgia",13,037,1964,291,44400,2000,0.05595344673231871
364,"Calhoun County, Illinois",17,013,2054,350,69300,2000,0.0485516115871073
365,"Calhoun County, Iowa",19,025,4496,315,56700,2000,0.032739248353351416
366,"Calhoun County, Michigan",26,025,54161,484,81300,2000,0.05781037599151517
367,"Calhoun County, Mississippi",28,013,5995,321,46500,2000,0.0649331352154532
368,"Calhoun County, South Carolina",45,017,5946,370,60600,2000,0.058612783032387504
369,"Calhoun County, Texas",48,057,7434,440,51400,2000,0.07375028020623178
370,"Calhoun County, West Virginia",54,013,3084,302,44800,2000,0.12136929460580913
371,"Callahan County, Texas",48,059,5065,394,49600,2000,0.04950160500084474
372,"Callaway County, Missouri",29,027,14449,418,83300,2000,0.03921663912916707
373,"Calloway County, Kentucky",21,035,13822,427,77400,2000,0.09555543005591009
374,"Calumet County, Wisconsin",55,015,14952,491,108200,2000,0.022200729766562625
375,"Calvert County, Maryland",24,009,25428,837,170800,2000,0.030044991230522865
376,"Camas County, Idaho",16,025,398,477,91100,2000,0.04038461538461539
377,"Cambria County, Pennsylvania",42,021,60568,361,61400,2000,0.08778022895301693
378,"Camden County, Georgia",13,039,14722,551,79200,2000,0.04456775443695777
379,"Camden County, Missouri",29,029,15740,454,107000,2000,0.04604266231495512
380,"Camden County, New Jersey",34,007,185837,635,110200,2000,0.060290222732784476
381,"Camden County, North Carolina",37,029,2669,514,93600,2000,0.03595166163141994
382,"Cameron County, Pennsylvania",42,023,2468,368,61500,2000,0.0633984518982676
383,"Cameron County, Texas",48,061,97193,413,48000,2000,0.11375820391188511
384,"Cameron Parish, Louisiana",22,023,3592,412,51000,2000,0.04562043795620438
385,"Camp County, Texas",48,063,4354,402,57700,2000,0.06008146639511202
386,"Campbell County, Kentucky",21,037,34831,512,97400,2000,0.038648840092084295
387,"Campbell County, South Dakota",46,021,718,279,31300,2000,0.01527614571092832
388,"Campbell County, Tennessee",47,013,16119,356,57700,2000,0.06652196118488253
389,"Campbell County, Virginia",51,031,20653,427,87600,2000,0.030485451879293045
390,"Campbell County, Wyoming",56,005,12242,463,91700,2000,0.044137197553842066
391,"Camuy Municipio, Puerto Rico",72,027,11457,272,62300,2000,0.20092794242969417
392,"Canadian County, Oklahoma",40,017,31528,510,83000,2000,0.034476685306679584
393,"Candler County, Georgia",13,043,3386,353,47600,2000,0.07144679765246237
394,"Cannon County, Tennessee",47,015,4996,382,80500,2000,0.0456811967186746
395,"Canyon County, Idaho",16,027,45065,509,93800,2000,0.05838646202282566
396,"Canóvanas Municipio, Puerto Rico",72,029,13476,311,68800,2000,0.21032871683630902
397,"Cape Girardeau County, Missouri",29,031,27031,440,91800,2000,0.04973187794321801
398,"Cape May County, New Jersey",34,009,42140,650,138000,2000,0.08087233999308957
399,"Carbon County, Montana",30,009,4067,439,109700,2000,0.04716193656093489
400,"Carbon County, Pennsylvania",42,025,23729,458,81000,2000,0.05481798715203426
401,"Carbon County, Utah",49,007,7438,433,85200,2000,0.08922914466737064
402,"Carbon County, Wyoming",56,007,6159,377,69000,2000,0.0528150826446281
403,"Caribou County, Idaho",16,029,2547,398,77300,2000,0.04821200510855683
404,"Carlisle County, Kentucky",21,039,2212,273,48600,2000,0.06247361756015196
405,"Carlton County, Minnesota",27,017,12017,395,86200,2000,0.0578912901113294
406,"Carolina Municipio, Puerto Rico",72,031,63611,402,95200,2000,0.12550242232512646
407,"Caroline County, Maryland",24,011,11098,482,101600,2000,0.04778996344300432
408,"Caroline County, Virginia",51,033,8025,587,89200,2000,0.04344671201814059
409,"Carroll County, Arkansas",05,015,10199,433,80200,2000,0.054812187651136546
410,"Carroll County, Georgia",13,045,31606,488,87800,2000,0.04836969270466807
411,"Carroll County, Illinois",17,015,6776,385,71100,2000,0.06861208247919932
412,"Carroll County, Indiana",18,015,7717,453,86600,2000,0.03876559672349748
413,"Carroll County, Iowa",19,027,8480,403,77500,2000,0.024418398153081156
414,"Carroll County, Kentucky",21,041,3948,389,75600,2000,0.06734486266531027
415,"Carroll County, Maryland",24,013,52601,638,163300,2000,0.02699122166231258
416,"Carroll County, Mississippi",28,015,4068,340,51200,2000,0.07440788094739048
417,"Carroll County, Missouri",29,033,4169,323,55600,2000,0.04106479570780025
418,"Carroll County, New Hampshire",33,003,18387,552,117800,2000,0.037898518185900315
419,"Carroll County, Ohio",39,019,11161,411,88500,2000,0.042804374592597956
420,"Carroll County, Tennessee",47,017,11812,384,58300,2000,0.08256814921090387
421,"Carroll County, Virginia",51,035,12188,366,64100,2000,0.0613139686236898
422,"Carson City, Nevada",32,510,20237,650,136300,2000,0.046146412176854314
423,"Carson County, Texas",48,065,2482,398,52900,2000,0.028489116517285532
424,"Carter County, Kentucky",21,043,10356,365,47100,2000,0.08148213188164018
425,"Carter County, Missouri",29,035,2377,303,50200,2000,0.08023159636062861
426,"Carter County, Montana",30,011,547,325,51900,2000,0.00535475234270415
427,"Carter County, Oklahoma",40,019,17981,416,56000,2000,0.05615729898516784
428,"Carter County, Tennessee",47,019,23512,393,68300,2000,0.059488421593452974
429,"Carteret County, North Carolina",37,031,25225,511,106400,2000,0.04854269293924467
430,"Carver County, Minnesota",27,019,24334,637,168700,2000,0.03171068796068796
431,"Cascade County, Montana",30,013,32633,414,89600,2000,0.05825339479257506
432,"Casey County, Kentucky",21,045,6273,295,45900,2000,0.058691083758631045
433,"Cass County, Illinois",17,017,5374,419,54400,2000,0.05761436016213086
434,"Cass County, Indiana",18,017,15672,440,71400,2000,0.03968879259405161
435,"Cass County, Iowa",19,029,6115,357,63900,2000,0.049948373773877126
436,"Cass County, Michigan",26,027,19620,471,90800,2000,0.0498793242156074
437,"Cass County, Minnesota",27,021,10864,371,96200,2000,0.0681146690090234
438,"Cass County, Missouri",29,037,30236,543,104600,2000,0.030617515848790796
439,"Cass County, Nebraska",31,025,9175,502,96000,2000,0.025981965459269448
440,"Cass County, North Dakota",38,017,51293,463,93900,2000,0.03930926643551567
441,"Cass County, Texas",48,067,12186,356,49600,2000,0.057217681136417745
442,"Cassia County, Idaho",16,031,7108,403,79800,2000,0.05174973488865323
443,"Castro County, Texas",48,069,2767,363,50300,2000,0.05841055883178883
444,"Caswell County, North Carolina",37,033,8670,390,74300,2000,0.06462898177131284
445,"Catahoula Parish, Louisiana",22,025,4088,267,38000,2000,0.08621978569648642
446,"Catawba County, North Carolina",37,035,55540,525,95100,2000,0.03263675713166446
447,"Cataño Municipio, Puerto Rico",72,033,9643,216,84500,2000,0.20796676441837733
448,"Catoosa County, Georgia",13,047,20445,482,86100,2000,0.03253595329631212
449,"Catron County, New Mexico",35,003,1587,392,81200,2000,0.08882521489971347
450,"Cattaraugus County, New York",36,009,32055,425,59000,2000,0.07377410198688461
451,"Cavalier County, North Dakota",38,019,2007,313,42100,2000,0.038271049076992344
452,"Cayey Municipio, Puerto Rico",72,035,15623,280,80700,2000,0.17856620336503293
453,"Cayuga County, New York",36,011,30589,482,72900,2000,0.0514063525728425
454,"Cecil County, Maryland",24,015,31257,617,130200,2000,0.0408772790086034
455,"Cedar County, Iowa",19,031,7159,441,86400,2000,0.022918334667734186
456,"Cedar County, Missouri",29,039,5664,324,61600,2000,0.04346264367816092
457,"Cedar County, Nebraska",31,027,3640,350,58700,2000,0.026371308016877638
458,"Ceiba Municipio, Puerto Rico",72,037,5731,349,74600,2000,0.14718409843823946
459,"Centre County, Pennsylvania",42,027,49336,565,109400,2000,0.054602479941648435
460,"Cerro Gordo County, Iowa",19,033,19354,404,76100,2000,0.047270817340713506
461,"Chaffee County, Colorado",08,015,6612,517,146500,2000,0.04718566227947354
462,"Chambers County, Alabama",01,017,14545,374,56700,2000,0.06509192598322128
463,"Chambers County, Texas",48,071,9137,487,71100,2000,0.0496235732210799
464,"Champaign County, Illinois",17,019,70619,540,91200,2000,0.055142409065614406
465,"Champaign County, Ohio",39,021,15010,469,94800,2000,0.042495165369167455
466,"Chariton County, Missouri",29,041,3462,317,52700,2000,0.04042924881457449
467,"Charles City County, Virginia",51,036,2669,420,84000,2000,0.036923076923076927
468,"Charles County, Maryland",24,017,41675,858,153500,2000,0.03254697382392318
469,"Charles Mix County, South Dakota",46,023,3329,307,53800,2000,0.08504252126063032
470,"Charleston County, South Carolina",45,019,123260,605,117700,2000,0.057973064189514964
471,"Charlevoix County, Michigan",26,029,10373,470,110400,2000,0.059509918319719954
472,"Charlotte County, Florida",12,015,63918,626,87700,2000,0.03467702028853108
473,"Charlotte County, Virginia",51,037,4954,339,69600,2000,0.05581904414447282
474,"Charlottesville city, Virginia",51,540,16861,596,117800,2000,0.042930790638259046
475,"Charlton County, Georgia",13,049,3327,394,51400,2000,0.05171042163882259
476,"Chase County, Kansas",20,017,1255,349,52000,2000,0.02728426395939086
477,"Chase County, Nebraska",31,029,1663,335,56800,2000,0.01407035175879397
478,"Chatham County, Georgia",13,051,89863,589,91500,2000,0.058317932211483195
479,"Chatham County, North Carolina",37,037,19742,579,113300,2000,0.029025276339182192
480,"Chattahoochee County, Georgia",13,053,2944,581,56000,2000,0.02037201062887511
481,"Chattooga County, Georgia",13,055,9590,380,58000,2000,0.055848724714160074
482,"Chautauqua County, Kansas",20,019,1793,365,34100,2000,0.047697368421052634
483,"Chautauqua County, New York",36,013,54488,438,62700,2000,0.0625074078463909
484,"Chaves County, New Mexico",35,005,22559,402,56700,2000,0.09009897086077047
485,"Cheatham County, Tennessee",47,021,12869,588,105100,2000,0.027570907938520045
486,"Cheboygan County, Michigan",26,031,10841,440,89600,2000,0.1417329357190192
487,"Chelan County, Washington",53,007,24962,535,143400,2000,0.10397563120211029
488,"Chemung County, New York",36,015,35076,493,66200,2000,0.07811985898942421
489,"Chenango County, New York",36,017,19892,439,58300,2000,0.05574247144340602
490,"Cherokee County, Alabama",01,019,9718,362,63500,2000,0.03865371924200999
491,"Cherokee County, Georgia",13,057,49562,740,138300,2000,0.02707199422188975
492,"Cherokee County, Iowa",19,035,5377,353,60400,2000,0.03567216981132076
493,"Cherokee County, Kansas",20,021,8894,381,48400,2000,0.05467453439055873
494,"Cherokee County, North Carolina",37,039,10301,350,75500,2000,0.05510790034268778
495,"Cherokee County, Oklahoma",40,021,16225,389,62500,2000,0.08154043645699614
496,"Cherokee County, South Carolina",45,021,20503,401,66600,2000,0.061842943612615484
497,"Cherokee County, Texas",48,073,16658,412,51600,2000,0.05565094434905565
498,"Cherry County, Nebraska",31,031,2518,424,65500,2000,0.017543859649122806
499,"Chesapeake city, Virginia",51,550,69835,642,119700,2000,0.03821606323802088
500,"Cheshire County, New Hampshire",33,005,28321,596,104100,2000,0.06949127693886527
501,"Chester County, Pennsylvania",42,029,158025,754,178900,2000,0.03577043169258506
502,"Chester County, South Carolina",45,023,12878,409,60200,2000,0.06824345632292653
503,"Chester County, Tennessee",47,023,5663,401,71700,2000,0.06841759684832567
504,"Chesterfield County, South Carolina",45,025,16598,391,54400,2000,0.08901008437950196
505,"Chesterfield County, Virginia",51,041,93807,717,119300,2000,0.03146155212218078
506,"Cheyenne County, Colorado",08,017,878,362,63700,2000,0.01125703564727955
507,"Cheyenne County, Kansas",20,023,1374,314,52800,2000,0.027706185567010308
508,"Cheyenne County, Nebraska",31,033,4076,388,56800,2000,0.021367521367521368
509,"Chickasaw County, Iowa",19,037,5188,325,73000,2000,0.06439451063188056
510,"Chickasaw County, Mississippi",28,017,7268,349,46800,2000,0.05154882951052258
511,"Chicot County, Arkansas",05,017,5199,336,40800,2000,0.10152560842717036
512,"Childress County, Texas",48,075,2485,347,44600,2000,0.057247706422018346
513,"Chilton County, Alabama",01,021,15270,385,70500,2000,0.04298245614035088
514,"Chippewa County, Michigan",26,033,13491,426,75800,2000,0.09956555377016009
515,"Chippewa County, Minnesota",27,023,5363,401,67500,2000,0.05549753841563479
516,"Chippewa County, Wisconsin",55,017,21408,446,88400,2000,0.04670348636520538
517,"Chisago County, Minnesota",27,025,14517,506,133200,2000,0.03402014652014652
518,"Chittenden County, Vermont",50,007,56500,662,136500,2000,0.039819764416481385
519,"Choctaw County, Alabama",01,023,6344,284,46800,2000,0.08738993188237248
520,"Choctaw County, Mississippi",28,019,3682,332,54100,2000,0.1172362185083562
521,"Choctaw County, Oklahoma",40,023,6236,302,44000,2000,0.07063621533442088
522,"Chouteau County, Montana",30,015,2240,287,70000,2000,0.05667870036101083
523,"Chowan County, North Carolina",37,041,5554,429,76100,2000,0.06710994278645431
524,"Christian County, Illinois",17,021,13930,407,61700,2000,0.04902895269867747
525,"Christian County, Kentucky",21,047,24887,458,71300,2000,0.04976462676529926
526,"Christian County, Missouri",29,043,20473,511,96100,2000,0.03202030386260126
527,"Churchill County, Nevada",32,001,8934,595,106300,2000,0.054474377496388206
528,"Ciales Municipio, Puerto Rico",72,039,6061,279,58100,2000,0.23712948517940718
529,"Cibola County, New Mexico",35,006,8335,355,54400,2000,0.114642567018684
530,"Cidra Municipio, Puerto Rico",72,041,13246,317,79900,2000,0.18614262560777958
531,"Cimarron County, Oklahoma",40,025,1259,284,41200,2000,0.020027624309392266
532,"Citrus County, Florida",12,017,52661,478,71100,2000,0.06663625012006531
533,"Clackamas County, Oregon",41,005,128360,702,193700,2000,0.04998209529777758
534,"Claiborne County, Mississippi",28,021,3686,312,42200,2000,0.17965367965367965
535,"Claiborne County, Tennessee",47,025,11774,353,63200,2000,0.07278605788187051
536,"Claiborne Parish, Louisiana",22,027,6288,318,48300,2000,0.09448943941559473
537,"Clallam County, Washington",53,009,27187,532,125200,2000,0.0761089086693096
538,"Clare County, Michigan",26,035,12739,397,69900,2000,0.08593566564921343
539,"Clarendon County, South Carolina",45,027,11800,320,59700,2000,0.06683264607484633
540,"Clarion County, Pennsylvania",42,031,16011,383,68000,2000,0.06640361351954727
541,"Clark County, Arkansas",05,019,8893,396,62000,2000,0.04687777975449208
542,"Clark County, Idaho",16,033,339,347,54300,2000,0.06079664570230608
543,"Clark County, Illinois",17,023,6991,422,64000,2000,0.04778568842765778
544,"Clark County, Indiana",18,019,38774,511,87700,2000,0.045371945561398085
545,"Clark County, Kansas",20,025,980,386,44800,2000,0.02577319587628866
546,"Clark County, Kentucky",21,049,13039,476,91800,2000,0.04642835467621533
547,"Clark County, Missouri",29,045,2967,316,52700,2000,0.05327868852459016
548,"Clark County, Nevada",32,003,512714,716,132200,2000,0.06493380189485816
549,"Clark County, Ohio",39,023,56720,487,88300,2000,0.058551703918803835
550,"Clark County, South Dakota",46,025,1590,334,42300,2000,0.029896907216494847
551,"Clark County, Washington",53,011,127290,684,153100,2000,0.05853868194842407
552,"Clark County, Wisconsin",55,019,12109,366,70700,2000,0.04134975250513099
553,"Clarke County, Alabama",01,025,10638,343,53000,2000,0.08926842151597852
554,"Clarke County, Georgia",13,059,39678,540,102600,2000,0.1014343148973161
555,"Clarke County, Iowa",19,039,3588,449,71900,2000,0.05868934052260473
556,"Clarke County, Mississippi",28,023,6971,355,47700,2000,0.0849288840262582
557,"Clarke County, Virginia",51,043,4950,625,156500,2000,0.020858164481525627
558,"Clatsop County, Oregon",41,007,14741,543,138800,2000,0.06396600253877145
559,"Clay County, Alabama",01,027,5770,272,58000,2000,0.054583068109484406
560,"Clay County, Arkansas",05,021,7368,320,40100,2000,0.05612757408337519
561,"Clay County, Florida",12,019,50365,668,97400,2000,0.04482380231411387
562,"Clay County, Georgia",13,061,1355,265,41600,2000,0.0681992337164751
563,"Clay County, Illinois",17,025,5824,348,50200,2000,0.05635023840485479
564,"Clay County, Indiana",18,021,10198,419,71900,2000,0.05140806615180591
565,"Clay County, Iowa",19,041,7274,379,75700,2000,0.037527593818984545
566,"Clay County, Kansas",20,027,3654,333,55400,2000,0.034367328721267576
567,"Clay County, Kentucky",21,051,8573,292,34500,2000,0.10730625259947317
568,"Clay County, Minnesota",27,027,18657,421,84300,2000,0.05241965004758767
